question,worker,result,local_time_twitterStyle,local_time_nice,hour,weekday,month
5d118fde44578a0ddc7428be,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5cf859c044578a06644d0915,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d0ef67144578a1480ddd894,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0ef66444578a1480dc3661,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5ece84aaf46b2b34fc60b2a2,A3GUJ6JD25FX7O,0,dummy,dummy,dummy,dummy,dummy
5d47b60b44578a1f488565fc,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d2124ea44578a14a80b8df4,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec2ba31388f6a36d41e8589,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5ec39e09388f6a36d4f742de,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0a2ca244578a00e079a17f,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d0ea25944578a148061cba1,A25OEVVN0293PO,0,dummy,dummy,dummy,dummy,dummy
5d0de84444578a0ea4ad13a9,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5d0db1b444578a0ea46326d0,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d0de52e44578a0ea47e03ac,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5e4c1c8744578a09481720a8,A2TUNPP2GOQ1N3,0,dummy,dummy,dummy,dummy,dummy
5d0df04d44578a0ea4694ef6,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5d34d9b444578a153c8b6f6d,A9U083CH5ATKH,1,dummy,dummy,dummy,dummy,dummy
5d6daaa944578a1f4837e74a,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec3932e388f6a36d4cf9e8e,A3P7M9666KJCP,1,dummy,dummy,dummy,dummy,dummy
5ece86acf46b2b34fc85174e,AM2W23THD4CI7,0,dummy,dummy,dummy,dummy,dummy
5e51ef6144578a094888d2ba,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0decea44578a0ea40993a2,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5d0df19c44578a0ea49621ad,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5ec1978f388f6a36d4df3d30,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5ec3a605388f6a36d46db63a,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0eebe944578a14803efe0d,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4b71d444578a094835c3e7,A5BMA5POGL8DW,1,dummy,dummy,dummy,dummy,dummy
5d5a3ba944578a1f48fc312a,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0dda3e44578a0ea4c85806,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5d215b1944578a14a86bf7bb,A2UF2FRGVW4T89,1,dummy,dummy,dummy,dummy,dummy
5d91988744578a1f484c51b8,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d8fc97644578a1f48ea72e7,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de417dc44578a15c848331b,AYFUVCC48YCBZ,1,dummy,dummy,dummy,dummy,dummy
5ec1747b388f6a36d48c760d,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0a004344578a00e0da1481,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d7598f144578a1f48c05122,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d1025fe44578a0ddcb43c8c,A1NF6PELRKACS9,0,dummy,dummy,dummy,dummy,dummy
5de419b744578a15c868fa24,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d34dba944578a153cbe3f36,A23WTODPHXZ68Y,1,dummy,dummy,dummy,dummy,dummy
5d17c1af44578a14a8d0aa3d,A1NF6PELRKACS9,0,dummy,dummy,dummy,dummy,dummy
5e4be54644578a09486d29dc,AFS04JY1ZARXK,0,dummy,dummy,dummy,dummy,dummy
5ec1c2f0388f6a36d4820268,AFS04JY1ZARXK,0,dummy,dummy,dummy,dummy,dummy
5e51e1ad44578a094829cdba,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0ddaa044578a0ea4d4c463,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d0d8aee44578a0ea4ffa729,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d7c63e744578a1f4856434f,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5dab803244578a097c3f2d13,AM2W23THD4CI7,1,dummy,dummy,dummy,dummy,dummy
5e4b87a744578a0948dbe54b,A3CFNUD7VR2E1E,1,dummy,dummy,dummy,dummy,dummy
5d0fb13e44578a1480f6f691,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d34d8d544578a153c7559c5,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ecea1b4f46b2b34fcdf25c2,A16FY9L7QTDNRW,1,dummy,dummy,dummy,dummy,dummy
5ebf8014388f6a36d4b34d37,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d5a19c544578a1f487cbef7,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0f012e44578a1480b6abd2,AFS04JY1ZARXK,1,dummy,dummy,dummy,dummy,dummy
5e51b3f344578a0948df94fa,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ecea7d8f46b2b34fc589b2d,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5e4b02ba44578a094885e061,AL8NYDL4JOYL3,0,dummy,dummy,dummy,dummy,dummy
5d3cb87b44578a153c243129,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5e4b1c2244578a0948005e0e,A16FY9L7QTDNRW,1,dummy,dummy,dummy,dummy,dummy
5e51a92544578a0948b28047,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec3b051388f6a36d451d548,A1DRFDGG2KCOI2,0,dummy,dummy,dummy,dummy,dummy
5d0dd69644578a0ea46c7825,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5ebf8b5f388f6a36d4c6e47e,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5ecc77acb4700f2ddcc565a2,A2UF2FRGVW4T89,0,dummy,dummy,dummy,dummy,dummy
5de4525644578a15c8effa9f,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0deaab44578a0ea4d2a030,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5e51ca4344578a094884b7b4,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e51cc5344578a09488ef9bf,AWIPMIAD5U5MP,0,dummy,dummy,dummy,dummy,dummy
5cf84f6f44578a066474982f,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5de4217b44578a15c8d0bcf7,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d8fdebc44578a1f481a2ecd,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5dabbcea44578a1a24aaa802,A104V8NZIQFN2F,0,dummy,dummy,dummy,dummy,dummy
5d8fc5fe44578a1f48e05f09,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5cf8728644578a0664e963f8,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d09c41b44578a00e00ad312,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e510a3544578a0948acdfc1,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5de4314f44578a15c8ea7e74,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d2bb95144578a0d74161e5d,A25OEVVN0293PO,0,dummy,dummy,dummy,dummy,dummy
5cf9b53644578a06649b4427,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e50ebad44578a0948f041c7,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de4289c44578a15c832591c,AYFUVCC48YCBZ,0,dummy,dummy,dummy,dummy,dummy
5d0df78f44578a0ea41e7620,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5ebf9621388f6a36d4928c75,A2UF2FRGVW4T89,1,dummy,dummy,dummy,dummy,dummy
5d0ef74444578a1480f32f31,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d2f8d5144578a0d741060fa,A2UF2FRGVW4T89,1,dummy,dummy,dummy,dummy,dummy
5ecc4ee1b4700f2ddcdc1dfb,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5ec3b18c388f6a36d479aa1d,A16FY9L7QTDNRW,1,dummy,dummy,dummy,dummy,dummy
5d9f8e1444578a1f48b42ce9,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de7105644578a15c816dee4,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d7c2cb944578a1f485cfafc,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5da247a244578a1f4875d0a0,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ecb5ae32e44261eda9fb076,A3P7M9666KJCP,1,dummy,dummy,dummy,dummy,dummy
5e4bd16844578a0948d906cb,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5cf9c7c744578a06643e4cde,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5cf848f744578a0664ce2042,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d9f732944578a1f482aace5,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4bd4a844578a0948e8305e,AL8NYDL4JOYL3,1,dummy,dummy,dummy,dummy,dummy
5e50b09044578a0948316768,AWIPMIAD5U5MP,0,dummy,dummy,dummy,dummy,dummy
5ec0f21b388f6a36d4a8e10f,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5da2446444578a1f485de431,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec3b524388f6a36d4db4463,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5dab671644578a097ccfce68,A18DUG8EA8Y766,0,dummy,dummy,dummy,dummy,dummy
5e4b9c7544578a09485a5c27,AWIPMIAD5U5MP,0,dummy,dummy,dummy,dummy,dummy
5de42e3f44578a15c8a0887f,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5e3dc2a744578a0948db8707,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5e389a5644578a0948aa82c1,A34M93NJC830DP,1,dummy,dummy,dummy,dummy,dummy
5d09998a44578a00e06dd83b,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ec0ef5a388f6a36d44a90f3,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d17aa4944578a14a8568c53,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5ec3a3db388f6a36d42d53f4,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5e51ecae44578a09486e6497,A2UF2FRGVW4T89,1,dummy,dummy,dummy,dummy,dummy
5d103a0e44578a0ddc2df3fd,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4bbe2244578a09486787be,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5ecea772f46b2b34fc486f6b,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5ec0f306388f6a36d4c62f89,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5ebf856d388f6a36d43336bc,A2UF2FRGVW4T89,0,dummy,dummy,dummy,dummy,dummy
5cf8534444578a0664dc5e25,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5dabc05544578a1a24e5bd1e,A219VCQZADQ45W,0,dummy,dummy,dummy,dummy,dummy
5de717ba44578a15c8566a48,A1NF6PELRKACS9,1,dummy,dummy,dummy,dummy,dummy
5e520362ecb9ab15343b1bbe,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d75d74344578a1f482974ef,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4be7ac44578a09487dfbf0,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0d839a44578a0ea4c608b8,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5e51011e44578a09487bc980,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ecb1d292e44261eda76886b,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de45a1a44578a15c86a722f,A1Y3PSVSU557SW,1,dummy,dummy,dummy,dummy,dummy
5d7c5f0744578a1f4847f9ae,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5cfd658e44578a0664a1eea7,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5ece9d19f46b2b34fc6b1712,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5ec03af7388f6a36d43e974d,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5d099faf44578a00e0932ace,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5da245bd44578a1f48656ad8,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de39f7144578a1a24b7db4d,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d21621744578a14a89f0907,A3R19ZA45J8915,0,dummy,dummy,dummy,dummy,dummy
5cf9bee544578a0664ed0df9,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ec0f027388f6a36d46037e8,AHP3TKMY58D8Z,0,dummy,dummy,dummy,dummy,dummy
5e38a50444578a0948fc391a,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5cf875be44578a0664383dc6,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d0dd0ce44578a0ea4bf4c39,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5cf845e544578a0664750f34,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d0dc5b844578a0ea4d09eac,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5da2473344578a1f4874273d,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5de2e0f144578a1a24e22aec,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5cf9a91644578a0664464487,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5ecea8d6f46b2b34fc7d0ef1,A16FY9L7QTDNRW,1,dummy,dummy,dummy,dummy,dummy
5d0ee53844578a1480cf5f0c,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d10293e44578a0ddcc689bf,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0d907644578a0ea468b557,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5cf9c6ef44578a066433a02f,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d118f1544578a0ddc622fa8,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec393de388f6a36d4e26817,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5de3761944578a1a2488f316,A3GUJ6JD25FX7O,0,dummy,dummy,dummy,dummy,dummy
5e5205f4ecb9ab1534855a49,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d6e42a944578a1f48c6711e,A2YW44YTN5992M,0,dummy,dummy,dummy,dummy,dummy
5d6e64f844578a1f4802ecdc,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4b5cc444578a0948cf22e9,A3P7M9666KJCP,1,dummy,dummy,dummy,dummy,dummy
5ebf9627388f6a36d49320ce,A2F8YFFRKK14QD,1,dummy,dummy,dummy,dummy,dummy
5ec3b6c1388f6a36d410883d,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0ecaf844578a14800d96be,A25OEVVN0293PO,0,dummy,dummy,dummy,dummy,dummy
5d6df9f144578a1f4835895f,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4b487b44578a094891ee86,A2WNW8A4MOR7T7,0,dummy,dummy,dummy,dummy,dummy
5d0ef2de44578a148076a47e,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0d989044578a0ea411c4a7,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ec397e1388f6a36d442d14a,A2TUNPP2GOQ1N3,0,dummy,dummy,dummy,dummy,dummy
5de4074b44578a15c864ca3b,AFS04JY1ZARXK,0,dummy,dummy,dummy,dummy,dummy
5d0a427044578a00e050b117,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5ec6925c2e44261eda768a59,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5e38a94e44578a09482d4a53,A1O4TRWZO664V3,0,dummy,dummy,dummy,dummy,dummy
5cf86e2744578a066488880a,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5cf86ded44578a06648400ae,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5ec5c1af2e44261eda000d69,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5de2e94044578a1a24f53659,AM2W23THD4CI7,0,dummy,dummy,dummy,dummy,dummy
5e4b0d5944578a0948bed7c7,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5e51ef1244578a094884fbd3,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5de70f5b44578a15c805cb2a,A1CF6U3GF7DZEJ,0,dummy,dummy,dummy,dummy,dummy
5e3db04044578a094812a517,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5ec38d6b388f6a36d426ba53,A2TUNPP2GOQ1N3,1,dummy,dummy,dummy,dummy,dummy
5d7c444c44578a1f48bb7dd6,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ebf84ec388f6a36d42d47ec,A5BMA5POGL8DW,1,dummy,dummy,dummy,dummy,dummy
5d10314844578a0ddcec121d,A1Y3PSVSU557SW,1,dummy,dummy,dummy,dummy,dummy
5cf8764744578a06644960f4,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5d09c07a44578a00e0eb2571,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d6dc44644578a1f489629d8,A2YW44YTN5992M,0,dummy,dummy,dummy,dummy,dummy
5d0ee3e944578a1480ad5c87,A5LYLHG880ABE,1,dummy,dummy,dummy,dummy,dummy
5e51ab5344578a0948bd8398,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d6e976744578a1f48623f49,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ece8915f46b2b34fce4d05a,A3EYNNVOXNBWQU,0,dummy,dummy,dummy,dummy,dummy
5cfd619044578a066481ea89,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ebf8dca388f6a36d4130d48,A5BMA5POGL8DW,0,dummy,dummy,dummy,dummy,dummy
5d99689044578a1f482d8c51,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5cf9825844578a066494875e,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5e4b7f6d44578a09489ee646,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5d0dc8ce44578a0ea412d1af,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5d9a509144578a1f48ef35a1,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d3ca6c744578a153c146a16,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5cf9cb8944578a06646cb689,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d6de42944578a1f48f57240,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0eb87c44578a1480a761b9,AM2W23THD4CI7,0,dummy,dummy,dummy,dummy,dummy
5de441ea44578a15c8f472aa,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d222a1444578a14a85e746c,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5d6e11c244578a1f486338a8,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec3aa36388f6a36d4b17570,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d0a07e444578a00e030bcec,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5e4af41944578a0948486cad,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5e4be89c44578a094888a168,A3CFNUD7VR2E1E,1,dummy,dummy,dummy,dummy,dummy
5e51e4f544578a09483cb981,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5cf86ef444578a06649ef931,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5cf8599444578a066449bbe8,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d5479d344578a1f48fb299c,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4b88ce44578a0948e2d9de,A2F8YFFRKK14QD,0,dummy,dummy,dummy,dummy,dummy
5d5459ed44578a1f48b56f24,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5cf9ae1f44578a06646ae1b6,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d6e31b344578a1f48a19132,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e4b791c44578a09486a4527,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5ecfc7394d315037d5581c04,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5e50fdb644578a09486ad2ee,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e51ff52ecb9ab1534df3835,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d7c65ff44578a1f485e5878,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5e38ab8f44578a094866334f,A3GUJ6JD25FX7O,0,dummy,dummy,dummy,dummy,dummy
5e4aec7e44578a094833192a,A2F8YFFRKK14QD,0,dummy,dummy,dummy,dummy,dummy
5d6e920544578a1f4857bb8a,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d10443244578a0ddc97ab1a,AFS04JY1ZARXK,1,dummy,dummy,dummy,dummy,dummy
5cfd6b0944578a0664d3e8bd,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e38920344578a094853f436,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5cfd6af044578a0664d25db9,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e4b76b044578a094852acb3,A3P7M9666KJCP,0,dummy,dummy,dummy,dummy,dummy
5cf83da744578a066424e062,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e50aa4444578a09480f7598,AMC42JMQA8A5U,0,dummy,dummy,dummy,dummy,dummy
5ebf7d11388f6a36d4649059,A2UF2FRGVW4T89,0,dummy,dummy,dummy,dummy,dummy
5d0a3bd644578a00e00302a1,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5ec1bfc8388f6a36d44acb50,A3GNQDFPZALU92,0,dummy,dummy,dummy,dummy,dummy
5e5202bdecb9ab15342744a6,A3CFNUD7VR2E1E,1,dummy,dummy,dummy,dummy,dummy
5d47bcc744578a1f480ce2ce,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5d7c2b4044578a1f484eb306,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5dabc08a44578a1a24e9b768,A219VCQZADQ45W,0,dummy,dummy,dummy,dummy,dummy
5e38967244578a09487cd8dd,A16FY9L7QTDNRW,0,dummy,dummy,dummy,dummy,dummy
5d544ed344578a1f48551a13,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0ed5fd44578a1480a79351,A3UBB1LJKDQGZP,0,dummy,dummy,dummy,dummy,dummy
5d7c662544578a1f48615155,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0df2f544578a0ea4a789cf,A383I2LLYX9LJM,1,dummy,dummy,dummy,dummy,dummy
5dabcd4344578a1a243d721f,A104V8NZIQFN2F,0,dummy,dummy,dummy,dummy,dummy
5ec1b7f7388f6a36d43806d4,AFS04JY1ZARXK,1,dummy,dummy,dummy,dummy,dummy
5d2f92db44578a0d7472a042,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5d0de8a944578a0ea4b434e5,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5e51002544578a09487503b9,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5e4ba4e144578a0948ac1928,A5BMA5POGL8DW,0,dummy,dummy,dummy,dummy,dummy
5cf87b5f44578a0664a2ed71,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d6e673644578a1f480a3b62,AI6VJYDFQ90ME,0,dummy,dummy,dummy,dummy,dummy
5ec3ae68388f6a36d4294d40,A2TUNPP2GOQ1N3,1,dummy,dummy,dummy,dummy,dummy
5d0dd8f544578a0ea4a381e7,A383I2LLYX9LJM,0,dummy,dummy,dummy,dummy,dummy
5cf872aa44578a0664ec3783,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5cf9b96c44578a0664c587e0,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e3de45344578a0948f7ef20,A34M93NJC830DP,0,dummy,dummy,dummy,dummy,dummy
5ece9c8df46b2b34fc5c488e,A3GUJ6JD25FX7O,1,dummy,dummy,dummy,dummy,dummy
5d0a106b44578a00e09a8994,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5cf847bd44578a0664ace6d7,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5d34dc7944578a153cd39ab6,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5de43ec744578a15c8c31ba3,A3CFNUD7VR2E1E,0,dummy,dummy,dummy,dummy,dummy
5d0a303744578a00e09f3660,A13U35U1PDLQDK,1,dummy,dummy,dummy,dummy,dummy
5eceaaa9f46b2b34fcaea616,A3P7M9666KJCP,0,dummy,dummy,dummy,dummy,dummy
5ec1eda2388f6a36d4c78f98,A2UF2FRGVW4T89,1,dummy,dummy,dummy,dummy,dummy
5de40b3344578a15c89c535d,A2F8YFFRKK14QD,0,dummy,dummy,dummy,dummy,dummy
5e511f0444578a094827f471,A2WNW8A4MOR7T7,0,dummy,dummy,dummy,dummy,dummy
5cf8735f44578a0664f85c1f,A13U35U1PDLQDK,0,dummy,dummy,dummy,dummy,dummy
5e51d22044578a0948afe6a2,AKFW2TDY6J9K3,1,dummy,dummy,dummy,dummy,dummy
5ec3ad9c388f6a36d419131e,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
5de40abe44578a15c895b250,AI6VJYDFQ90ME,1,dummy,dummy,dummy,dummy,dummy
