,iid,A1,A2,A3,age,sex,org,hour,weekday,result,truth
787,5ec3b69a388f6a36d40da1c1,0,0,0,>=40,male,non-org,17,Fri,0,0
788,5ec3b6c1388f6a36d410883d,0,0,0,30-39,male,non-org,19,Fri,0,0
789,5ec3b6c4388f6a36d410c7e2,1,1,0,19-29,male,non-org,19,Fri,1,1
790,5ec3b6f9388f6a36d41648c5,0,0,0,19-29,female,non-org,21,Fri,0,0
791,5ec3b6f9388f6a36d416492f,0,0,0,19-29,female,non-org,21,Fri,0,0
792,5ec3b751388f6a36d41de6bc,0,0,0,>=40,female,non-org,21,Fri,0,0
793,5ec3b752388f6a36d41e0532,1,0,1,>=40,male,non-org,00,Sat,1,1
794,5ec3b770388f6a36d420f56d,0,0,0,>=40,male,is-org,22,Fri,0,0
795,5ec3b863388f6a36d438c39b,1,1,0,30-39,male,non-org,11,Sat,1,0
796,5ec3b87e388f6a36d43b5620,0,0,0,>=40,male,non-org,10,Sat,0,0
797,5d6e7e1244578a1f483140ed,0,0,0,>=40,male,non-org,02,Sun,0,0
798,5ec3b8ae388f6a36d4400202,0,0,0,19-29,male,non-org,15,Sat,0,0
799,5ec3b8de388f6a36d4442cd5,1,0,0,19-29,female,non-org,12,Sat,0,1
800,5ec03ab8388f6a36d43aab8f,0,0,0,30-39,male,non-org,15,Sat,0,0
801,5ec03ac6388f6a36d43b93d9,0,1,0,19-29,male,non-org,17,Fri,0,0
802,5ec1978f388f6a36d4df3d30,1,1,1,19-29,male,non-org,19,Wed,1,1
803,5ec03af7388f6a36d43e974d,1,1,1,>=40,male,non-org,16,Fri,1,1
804,5d90621b44578a1f48d900ec,0,0,0,>=40,male,non-org,22,Fri,0,0
805,5ec03b30388f6a36d4433973,1,1,0,19-29,male,non-org,19,Sat,1,1
806,5ec03b55388f6a36d4460768,0,0,1,30-39,female,non-org,16,Fri,0,0
807,5ec1eda2388f6a36d4c78f98,1,0,0,30-39,female,non-org,10,Thu,0,1
808,5d75d74344578a1f482974ef,0,0,0,30-39,female,non-org,08,Wed,0,0
809,5ec03d06388f6a36d46762cd,0,1,0,>=40,male,non-org,21,Sat,0,0
810,5ec0402e388f6a36d4873a53,0,0,0,>=40,male,non-org,01,Sun,0,1
811,5d9f7bc144578a1f48587989,0,1,0,>=40,male,non-org,01,Mon,0,1
812,5ec04302388f6a36d4aee255,1,1,0,19-29,female,non-org,13,Mon,1,1
813,5ec0430f388f6a36d4b0ac31,0,0,0,30-39,female,non-org,10,Sat,0,0
814,5d0da5cc44578a0ea4b01304,1,0,0,30-39,female,non-org,19,Wed,0,1
815,5ec043c6388f6a36d4bdae05,0,0,0,30-39,male,non-org,10,Sun,0,0
816,5ec043e4388f6a36d4bf02c5,0,0,0,>=40,male,non-org,10,Sat,0,0
817,5ec044ef388f6a36d4d31ca8,0,1,1,>=40,female,non-org,16,Mon,1,1
818,5ec04557388f6a36d4e31a8d,0,0,0,>=40,female,non-org,12,Sat,0,0
819,5ec04566388f6a36d4e4a2e7,1,1,1,>=40,female,non-org,19,Mon,1,1
820,5ec0ec83388f6a36d4f95766,0,0,0,19-29,female,is-org,12,Wed,0,0
821,5ec0ed2b388f6a36d4069ccb,1,0,0,19-29,female,non-org,13,Wed,0,1
822,5ec0eeed388f6a36d43b6087,1,1,1,19-29,female,non-org,16,Wed,1,1
823,5ec0ef47388f6a36d4481722,0,1,1,19-29,female,non-org,17,Wed,1,1
824,5ec0ef5a388f6a36d44a90f3,0,0,0,>=40,male,non-org,08,Thu,0,0
825,5ec0ef95388f6a36d450c7d8,1,0,0,30-39,male,non-org,19,Sun,0,0
826,5ec0efaf388f6a36d453fd77,1,1,1,19-29,female,non-org,18,Wed,1,1
827,5ec0efc1388f6a36d456b800,0,0,0,19-29,male,non-org,10,Fri,0,0
828,5ec0eff6388f6a36d45ac2bd,0,0,0,19-29,male,non-org,19,Wed,0,0
829,5d8fc4ae44578a1f48d5e3e8,0,0,0,19-29,male,non-org,20,Mon,0,0
830,5d90a52444578a1f484e4319,0,0,0,19-29,male,non-org,10,Sun,0,0
831,5d3cb22a44578a153ca5fad9,0,0,1,19-29,male,non-org,10,Fri,0,0
832,5ec0f006388f6a36d45c54a6,1,1,0,19-29,female,non-org,19,Wed,1,0
833,5ec0f008388f6a36d45c9966,1,1,1,30-39,female,non-org,17,Fri,1,1
834,5e50bf8e44578a094857ab66,0,0,0,30-39,female,non-org,23,Sun,0,0
835,5ec0f057388f6a36d46801b7,0,0,0,30-39,male,non-org,17,Fri,0,0
836,5ec0f081388f6a36d46fb92d,0,0,0,30-39,female,non-org,02,Wed,0,0
837,5d2bbd2644578a0d7444e856,1,1,1,30-39,female,non-org,22,Sun,1,1
838,5ec0f08d388f6a36d4717095,0,0,0,19-29,female,non-org,12,Fri,0,0
839,5ebf963a388f6a36d494ed9a,0,0,0,19-29,female,non-org,13,Sun,0,1
840,5ec0f0b1388f6a36d4777ef2,1,1,1,19-29,male,non-org,09,Fri,1,1
841,5ec0f1da388f6a36d49df99c,1,1,0,30-39,male,non-org,08,Wed,1,1
842,5ec1b4e6388f6a36d4071c0e,0,0,1,30-39,male,non-org,12,Sun,0,1
843,5ec0f24c388f6a36d4b021fb,0,1,1,19-29,female,non-org,12,Wed,1,1
844,5d6e0d6144578a1f485af9eb,0,0,0,19-29,female,non-org,08,Thu,0,0
845,5d0d7f1944578a0ea4a5097f,1,1,0,19-29,female,non-org,09,Mon,1,1
846,5d0d839a44578a0ea4c608b8,1,1,1,19-29,female,non-org,08,Tue,1,1
847,5ec0f2ec388f6a36d4c39688,1,0,0,30-39,female,non-org,08,Sat,0,1
848,5ebf8ed9388f6a36d430de56,1,1,0,30-39,female,non-org,05,Sat,1,1
849,5e38ac8044578a094885fac6,1,1,1,30-39,female,non-org,05,Fri,1,1
850,5e51c09044578a094841d172,1,1,1,30-39,female,non-org,08,Sun,1,1
851,5ec0f2ee388f6a36d4c3c875,1,1,0,30-39,male,non-org,08,Sat,1,1
852,5ec0f34b388f6a36d4cc5114,1,1,1,30-39,male,non-org,11,Sat,1,1
853,5ec0f35c388f6a36d4cdf765,0,0,1,>=40,female,non-org,11,Sat,0,0
854,5ec168ca388f6a36d4de06b4,0,0,1,<=18,female,is-org,16,Sat,0,1
855,5d17ac2e44578a14a86151f5,0,0,1,<=18,female,is-org,17,Mon,0,0
856,5ec168cd388f6a36d4de4f3b,1,1,1,30-39,male,non-org,13,Sat,1,1
857,5ec16923388f6a36d4e5495a,0,0,0,30-39,male,non-org,18,Sat,0,0
858,5ec16975388f6a36d4e91902,1,0,1,<=18,male,non-org,18,Sat,1,1
859,5ec16984388f6a36d4ea0376,0,0,0,>=40,male,non-org,20,Sat,0,0
860,5ec16b6d388f6a36d40be5fc,1,0,1,>=40,male,non-org,09,Sun,1,0
861,5ec0f321388f6a36d4c8a127,1,1,1,>=40,male,non-org,09,Sat,1,1
862,5ec16b9c388f6a36d40ecc98,1,1,1,<=18,male,non-org,10,Sun,1,1
863,5d90ac3d44578a1f48553cb2,1,1,1,<=18,male,non-org,11,Sun,1,1
864,5ec16be0388f6a36d4142971,0,0,0,19-29,male,is-org,09,Sun,0,0
865,5ec16c52388f6a36d41ca293,1,1,1,19-29,male,non-org,16,Sun,1,1
866,5ec16c5c388f6a36d41d5baf,0,0,0,>=40,female,non-org,16,Sun,0,0
867,5ec16dc5388f6a36d43ef78a,0,0,1,19-29,male,non-org,02,Mon,0,0
868,5da245d344578a1f4867bc96,0,0,0,19-29,male,non-org,10,Thu,0,0
869,5ec16e51388f6a36d44da4ab,1,1,1,30-39,female,non-org,10,Mon,1,1
870,5ec16e64388f6a36d44faa29,0,0,0,>=40,male,non-org,10,Mon,0,1
871,5ec16f99388f6a36d46ec7d1,0,0,0,30-39,male,non-org,22,Mon,0,0
872,5ec173f0388f6a36d47f5314,0,0,0,30-39,male,non-org,16,Wed,0,0
873,5ec1742d388f6a36d4846dac,0,0,0,30-39,female,non-org,18,Wed,0,0
874,5ec1747b388f6a36d48c760d,0,1,0,>=40,male,is-org,21,Wed,0,0
875,5ec180d2388f6a36d4bf2ebc,0,0,0,30-39,male,non-org,01,Wed,0,0
876,5ec1819b388f6a36d4cabb89,1,0,0,19-29,female,non-org,06,Wed,0,0
877,5ec181ac388f6a36d4cbd16a,0,0,0,>=40,male,non-org,07,Wed,0,0
878,5ec19709388f6a36d4d4dc58,0,0,0,30-39,male,non-org,20,Thu,0,0
879,5d0dc5b844578a0ea4d09eac,0,0,1,30-39,male,non-org,14,Sun,0,0
880,5ec19794388f6a36d4df9901,0,0,0,>=40,male,non-org,16,Wed,0,0
881,5e51de1244578a094807d295,1,0,0,>=40,male,non-org,08,Mon,0,1
882,5d7c3e3f44578a1f4896636e,0,1,1,>=40,male,non-org,18,Wed,1,1
883,5ec19817388f6a36d4e95055,1,0,0,19-29,female,non-org,19,Wed,0,1
884,5ec1983b388f6a36d4ebe6a4,1,0,1,19-29,female,non-org,21,Wed,1,0
885,5e38a6df44578a0948100108,1,0,1,19-29,female,non-org,15,Mon,1,1
886,5cf87b8144578a0664a50f4d,0,0,0,19-29,female,non-org,14,Mon,0,0
887,5ec1b597388f6a36d4138438,1,1,1,>=40,male,non-org,16,Sun,1,1
888,5ec1b629388f6a36d41d9053,0,0,0,30-39,male,non-org,20,Sun,0,0
889,5ec1b70d388f6a36d426b2d4,0,0,0,30-39,female,non-org,22,Thu,0,0
890,5ec1b7f7388f6a36d43806d4,1,1,1,19-29,male,non-org,07,Mon,1,1
891,5ec1c2e9388f6a36d4818d66,0,0,1,19-29,male,is-org,21,Fri,0,0
892,5ec1c2f0388f6a36d4820268,0,0,0,>=40,male,non-org,21,Fri,0,0
893,5d099faf44578a00e0932ace,1,0,1,>=40,male,non-org,16,Sat,1,1
894,5cf928b344578a0664db09db,0,0,0,>=40,male,non-org,21,Mon,0,0
895,5ec1c32e388f6a36d4866f52,0,1,0,30-39,male,non-org,23,Fri,0,0
896,5ec1ca2f388f6a36d48865c7,0,0,0,30-39,female,non-org,22,Fri,0,0
897,5ec1ecb1388f6a36d4b36c45,0,0,0,19-29,male,non-org,17,Sat,0,0
898,5ec1ecbd388f6a36d4b4e25e,1,0,1,30-39,male,non-org,20,Sat,1,0
899,5ec1edfb388f6a36d4cf22ce,0,0,0,30-39,female,non-org,14,Thu,0,0
900,5ec1ee31388f6a36d4d3a8f4,1,1,1,<=18,male,non-org,15,Thu,1,1
901,5ec1ee75388f6a36d4d8710a,1,1,0,30-39,male,non-org,14,Thu,1,1
902,5ec1ef48388f6a36d4e1e7dd,0,0,0,19-29,male,non-org,18,Thu,0,0
903,5ec038f9388f6a36d427dce0,1,0,1,19-29,male,non-org,21,Sun,1,1
904,5ec03bd7388f6a36d450ad03,1,0,0,>=40,female,non-org,20,Sat,0,1
905,5ec03c8f388f6a36d45d40d8,0,0,0,>=40,female,non-org,22,Sat,0,0
906,5ec044d6388f6a36d4cf7b9b,1,0,1,30-39,female,non-org,20,Mon,1,1
907,5ec044e2388f6a36d4d0e1e5,0,0,0,>=40,male,is-org,19,Mon,0,1
908,5ec044e7388f6a36d4d1b844,0,1,0,19-29,female,non-org,13,Sat,0,0
909,5ec0450f388f6a36d4d7ba4e,1,1,0,>=40,male,non-org,14,Sat,1,1
910,5e4bb7bb44578a09484412ba,0,0,0,>=40,male,non-org,17,Tue,0,0
911,5de33cba44578a1a2442ea39,1,1,1,>=40,male,non-org,15,Tue,1,1
912,5de3527744578a1a24639020,0,1,0,>=40,male,non-org,18,Wed,0,1
913,5de4068344578a15c85f362e,1,1,1,>=40,male,non-org,15,Tue,1,1
914,5d6e8db044578a1f484fdf7b,1,1,1,>=40,male,non-org,11,Sun,1,1
915,5d21689e44578a14a8fed2fd,1,1,1,>=40,male,non-org,12,Sun,1,1
916,5ec0451e388f6a36d4da7e10,1,0,0,19-29,male,non-org,11,Sun,0,1
917,5ec0ed3f388f6a36d408e57c,0,0,0,>=40,female,is-org,11,Wed,0,0
918,5ec0eddf388f6a36d41bba49,0,0,0,19-29,male,non-org,17,Sun,0,0
919,5ec0ef02388f6a36d43de37f,0,1,0,>=40,male,non-org,09,Tue,0,0
920,5ebf8fee388f6a36d43ddaf9,1,0,1,>=40,male,non-org,08,Wed,1,0
921,5ec0ef45388f6a36d447dd97,1,0,0,30-39,female,non-org,07,Wed,0,1
922,5d10495344578a0ddce8b28e,1,0,0,30-39,female,non-org,17,Thu,0,0
923,5ec0f027388f6a36d46037e8,0,0,0,>=40,male,non-org,17,Wed,0,0
924,5ec0f09b388f6a36d473adbd,1,1,1,30-39,male,non-org,21,Wed,1,1
925,5ec0f179388f6a36d48f7e79,0,0,1,19-29,male,non-org,09,Wed,0,0
926,5ec0f210388f6a36d4a721bf,1,0,0,>=40,male,is-org,08,Wed,0,0
927,5ec0f21b388f6a36d4a8e10f,0,0,0,30-39,male,non-org,08,Wed,0,0
928,5ec0f306388f6a36d4c62f89,1,1,1,>=40,male,non-org,09,Sat,1,1
929,5ebf921b388f6a36d454a277,1,1,1,>=40,male,non-org,13,Sat,1,1
930,5ebf9627388f6a36d49320ce,1,1,1,>=40,male,non-org,12,Sun,1,1
931,5d09edc244578a00e05e3f55,1,1,1,>=40,male,non-org,15,Fri,1,1
932,5ec0f3d4388f6a36d4d97a26,1,1,0,30-39,male,non-org,17,Fri,1,0
933,5ec168a8388f6a36d4dac9fd,0,0,1,30-39,female,non-org,15,Sat,0,0
934,5ec16bff388f6a36d416a713,1,0,1,<=18,male,non-org,11,Sun,1,1
935,5ec16d23388f6a36d42f0acf,0,0,0,30-39,male,non-org,22,Sun,0,0
936,5ec16f55388f6a36d467fc78,0,1,1,30-39,male,non-org,20,Mon,1,1
937,5ec173e8388f6a36d47e97c7,1,1,1,30-39,male,non-org,12,Thu,1,1
938,5ec181d7388f6a36d4ce7cde,1,1,1,>=40,male,non-org,08,Wed,1,1
939,5ec181d8388f6a36d4ce97ae,0,0,0,>=40,male,non-org,08,Wed,0,0
940,5ec1b87d388f6a36d44044c0,0,1,0,<=18,male,is-org,10,Mon,0,0
941,5ec1bfc8388f6a36d44acb50,0,1,0,<=18,female,non-org,22,Thu,0,0
942,5ec1c167388f6a36d4664670,1,0,0,19-29,male,non-org,10,Fri,0,0
943,5ec1c1fd388f6a36d47017ac,1,0,0,30-39,male,non-org,17,Fri,0,0
944,5ec1c21c388f6a36d4729bb2,0,0,1,30-39,female,non-org,17,Fri,0,0
945,5ec1c225388f6a36d4734a28,1,0,1,19-29,male,non-org,17,Fri,1,1
946,5ec1ecb5388f6a36d4b3eb67,1,1,1,30-39,male,non-org,09,Thu,1,1
947,5ec1ede0388f6a36d4ccb50f,0,1,0,>=40,male,is-org,14,Thu,0,1
948,5ebf7c45388f6a36d44f601e,1,1,1,30-39,male,non-org,12,Wed,1,1
949,5ebf7c81388f6a36d455e23c,0,0,0,19-29,male,non-org,10,Tue,0,0
950,5ebf7cb8388f6a36d45b8a0b,0,0,0,30-39,female,non-org,10,Thu,0,0
951,5ebf7d68388f6a36d46d7325,0,0,0,30-39,male,non-org,22,Wed,0,0
952,5ebf7dcf388f6a36d478177f,1,0,0,19-29,female,non-org,15,Thu,0,0
953,5ebf7fb0388f6a36d4a8c2ac,1,0,1,30-39,male,non-org,11,Wed,1,1
954,5ebf805a388f6a36d4b971d1,1,1,0,19-29,female,non-org,20,Tue,1,1
955,5de4345744578a15c833be40,0,0,0,19-29,female,non-org,07,Fri,0,0
956,5de4348044578a15c838362d,0,0,0,19-29,female,non-org,07,Fri,0,0
957,5ebf8167388f6a36d4d3fd84,0,0,0,19-29,female,non-org,02,Mon,0,0
958,5ebf81c3388f6a36d4dd8e04,1,0,0,30-39,male,non-org,00,Wed,0,1
959,5ebf8450388f6a36d420ed22,0,0,0,>=40,male,non-org,12,Sat,0,0
960,5ebf84b1388f6a36d428a813,0,0,0,30-39,male,non-org,12,Thu,0,0
961,5ebf84ec388f6a36d42d47ec,1,0,0,30-39,male,non-org,08,Fri,0,0
962,5ebf856d388f6a36d43336bc,0,0,0,19-29,male,non-org,14,Sat,0,0
963,5ebf8697388f6a36d44bc493,0,0,0,<=18,female,non-org,16,Wed,0,0
964,5e4c32e044578a0948b51fc2,1,0,0,<=18,female,non-org,19,Fri,0,1
965,5ebf86ca388f6a36d44f7d60,0,0,0,>=40,male,non-org,19,Mon,0,0
966,5e51970644578a09486cb704,0,0,0,>=40,male,non-org,21,Fri,0,0
967,5ebf86fd388f6a36d4539c13,0,0,0,30-39,female,non-org,dummy,dummy,0,0
968,5ebf875a388f6a36d457fe8d,1,1,0,30-39,male,non-org,15,Sat,1,1
969,5ebf8789388f6a36d45bd013,1,0,0,19-29,female,non-org,17,Mon,0,0
970,5ebf88fa388f6a36d47547a1,1,1,1,19-29,female,non-org,15,Sat,1,1
971,5ebf890e388f6a36d476e9fc,1,0,1,30-39,male,non-org,20,Mon,1,1
972,5ebf89fb388f6a36d4901672,0,0,0,30-39,male,non-org,17,Fri,0,0
973,5ebf8b14388f6a36d4bc2c42,0,0,0,30-39,female,non-org,08,Tue,0,1
974,5ebf8b5f388f6a36d4c6e47e,1,1,1,19-29,female,non-org,23,Fri,1,1
975,5ebf8b92388f6a36d4ce8fea,0,0,1,19-29,female,non-org,10,Tue,0,1
976,5cf9ae0e44578a066469be37,1,1,1,19-29,female,non-org,12,Sat,1,1
977,5ebf8bba388f6a36d4d3998b,1,1,1,19-29,male,non-org,09,Tue,1,1
978,5ebf8cb5388f6a36d4f2c214,0,1,1,30-39,female,non-org,12,Sun,1,1
979,5e3dfc4044578a094850c20c,1,0,0,30-39,female,non-org,08,Thu,0,1
980,5e51abca44578a0948c09669,0,0,0,30-39,female,non-org,19,Tue,0,0
981,5ebf8ce2388f6a36d4f78f15,0,0,0,>=40,male,non-org,dummy,dummy,0,0
982,5ebf8ceb388f6a36d4f896d7,1,0,0,>=40,female,non-org,13,Sun,0,0
983,5ebf8cf9388f6a36d4fa6202,0,0,0,19-29,female,non-org,14,Sun,0,0
984,5d6dc34044578a1f48903029,0,0,0,19-29,female,non-org,18,Wed,0,1
985,5ebf9034388f6a36d4415e13,1,0,0,>=40,male,non-org,08,Sat,0,1
986,5ebf9053388f6a36d442f858,0,0,0,19-29,male,is-org,07,Wed,0,0
987,5ebf92c9388f6a36d4599515,0,1,0,>=40,female,non-org,15,Sat,0,1
988,5ebf936d388f6a36d45dfb6a,1,1,0,>=40,male,non-org,14,Sat,1,1
989,5d0a2dde44578a00e08560d1,1,0,0,>=40,male,non-org,09,Sat,0,0
990,5ebf937b388f6a36d45e6743,0,0,1,19-29,male,non-org,16,Sat,0,1
991,5ebf947d388f6a36d46ac838,0,0,0,>=40,male,non-org,21,Sat,0,0
992,5ebf9482388f6a36d46b5e09,0,0,0,19-29,male,non-org,18,Sat,0,0
993,5e50ac2844578a0948178836,0,0,0,19-29,male,non-org,16,Mon,0,0
994,5ebf95eb388f6a36d48d38e6,0,0,0,>=40,male,non-org,10,Sun,0,1
995,5ebf95f7388f6a36d48e56b1,0,0,0,19-29,male,non-org,10,Sun,0,0
996,5ebf9608388f6a36d4901803,1,0,0,19-29,male,is-org,08,Sun,0,0
997,5e51f0bb44578a0948985216,0,1,0,19-29,male,is-org,10,Sat,0,1
998,5da2446444578a1f485de431,0,0,1,19-29,male,is-org,07,Fri,0,0
999,5ebf963e388f6a36d495581e,1,0,0,19-29,female,non-org,14,Sun,0,1
1000,5d54577a44578a1f48954369,0,0,0,19-29,female,non-org,15,Sun,0,0
1001,5ebf9666388f6a36d4996f9d,1,0,1,30-39,female,non-org,11,Sun,1,1
1002,5e3891bc44578a094852b9b6,1,0,0,>=40,male,non-org,11,Wed,0,0
1003,5e3891ff44578a094853e739,1,1,1,30-39,female,non-org,13,Sun,1,1
1004,5e38920344578a094853f436,1,0,0,>=40,male,non-org,10,Sun,0,1
1005,5e38943244578a094862b4ba,1,0,1,19-29,female,non-org,19,Tue,1,1
1006,5e38953044578a09486e3750,1,1,0,30-39,male,non-org,14,Sun,1,1
1007,5e50f59d44578a0948369da2,1,1,1,30-39,male,non-org,17,Mon,1,1
1008,5e51d1f144578a0948ac92e4,1,1,0,30-39,male,non-org,17,Wed,1,1
1009,5d0dda0444578a0ea4c3fdeb,0,1,1,30-39,male,non-org,15,Fri,1,1
1010,5cf8657a44578a066453eab9,0,1,1,30-39,male,non-org,17,Tue,1,1
1011,5e38967244578a09487cd8dd,0,0,0,30-39,female,non-org,19,Tue,0,0
1012,5e4b990844578a09483bdf7a,0,0,0,30-39,female,non-org,07,Sat,0,0
1013,5e38978b44578a094889c5f4,0,1,0,30-39,male,non-org,00,Wed,0,1
1014,5e38979544578a09488a2138,1,1,1,>=40,male,non-org,17,Sun,1,1
1015,5d0eccbc44578a14802f34fb,0,0,0,>=40,male,non-org,00,Sun,0,1
1016,5e3897ad44578a09488b3d33,1,0,0,<=18,female,non-org,20,Sun,0,0
1017,5e389a5644578a0948aa82c1,1,1,0,30-39,female,non-org,11,Wed,1,1
1018,5e389b6c44578a0948b6014e,1,1,1,>=40,male,non-org,11,Wed,1,1
1019,5de4193144578a15c85a9589,1,0,0,>=40,male,non-org,08,Thu,0,1
1020,5d5a3b2244578a1f48f98f21,1,1,1,>=40,male,non-org,10,Sun,1,1
1021,5e389b9f44578a0948b7e5c8,0,0,0,>=40,male,non-org,10,Wed,0,0
1022,5de70f1d44578a15c8ffc458,0,0,0,>=40,male,non-org,10,Wed,0,0
1023,5e389bbe44578a0948b92a8b,1,1,0,30-39,female,non-org,06,Wed,1,1
1024,5e511a2b44578a0948ffc122,1,1,1,30-39,female,non-org,16,Tue,1,1
1025,5de2cc2344578a1a24d0746c,1,1,1,30-39,female,non-org,05,Mon,1,1
1026,5d547ae944578a1f4803e759,0,0,1,30-39,female,non-org,06,Tue,0,1
1027,5d2f900644578a0d7443251a,1,1,1,30-39,female,non-org,05,Wed,1,1
1028,5cf85e5144578a0664a9b624,0,1,0,30-39,female,non-org,05,Tue,0,1
1029,5e389c4244578a0948be69ee,0,0,0,<=18,female,non-org,04,Mon,0,0
1030,5e389dbc44578a0948cd8211,0,1,0,19-29,female,non-org,07,Mon,0,1
1031,5e389e9744578a0948d66811,0,1,0,19-29,female,non-org,17,Wed,0,0
1032,5e389f4a44578a0948db3446,0,0,0,30-39,male,non-org,18,Wed,0,0
1033,5e389fde44578a0948ddcdce,0,0,0,>=40,male,is-org,12,Fri,0,0
1034,5e38a32e44578a0948ed8d4d,1,0,1,>=40,male,non-org,11,Mon,1,1
1035,5e38a4ea44578a0948faf765,0,0,0,19-29,male,non-org,13,Mon,0,0
1036,5e38a50444578a0948fc391a,0,0,0,19-29,male,non-org,14,Mon,0,0
1037,5e38a52044578a0948fd990d,1,0,0,19-29,male,non-org,13,Mon,0,0
1038,5de44b2644578a15c88ab30c,0,0,0,19-29,male,non-org,13,Sat,0,0
1039,5d0ee49e44578a1480bf02d3,0,0,0,19-29,male,non-org,20,Mon,0,0
1040,5e38a56944578a09480111c7,1,1,1,19-29,male,non-org,22,Wed,1,1
1041,5de7128844578a15c81d9681,1,1,1,19-29,male,non-org,22,Wed,1,1
1042,5d52fd9b44578a1f48fcecf3,0,1,1,19-29,male,non-org,21,Wed,1,1
1043,5d0ec27a44578a148076fc96,1,1,0,19-29,male,non-org,21,Fri,1,0
1044,5e38a57644578a094801ddd3,0,0,0,19-29,female,non-org,14,Mon,0,0
1045,5e4bb65b44578a0948385ae2,0,1,0,19-29,female,non-org,16,Tue,0,0
1046,5e38a6d744578a09480f9d9d,0,0,0,30-39,male,is-org,14,Mon,0,0
1047,5e38a83f44578a0948203e76,0,0,1,19-29,female,non-org,17,Mon,0,1
1048,5e38a98144578a094831208c,0,1,0,>=40,male,non-org,22,Mon,0,0
1049,5e38a98544578a0948316b91,0,0,0,19-29,female,non-org,23,Mon,0,0
1050,5e38aa4544578a094840845b,0,1,0,>=40,female,non-org,14,Thu,0,0
1051,5e38ab4e44578a09485d1378,1,0,0,30-39,male,non-org,19,Thu,0,0
1052,5e38ab8f44578a094866334f,0,0,0,>=40,male,non-org,21,Thu,0,1
1053,5e38abd244578a09486f1e0e,0,0,0,>=40,male,non-org,10,Tue,0,1
1054,5e3dc2a944578a0948dbb525,0,0,0,>=40,male,non-org,14,Mon,0,0
1055,5d34d9f844578a153c92451c,0,0,0,>=40,male,non-org,12,Fri,0,0
1056,5d3cc89744578a153c325f54,0,0,0,>=40,male,non-org,16,Fri,0,0
1057,5e38abe144578a094871450e,1,0,1,>=40,female,non-org,20,Thu,1,1
1058,5e51bb2e44578a09481672a0,1,0,1,>=40,female,non-org,06,Wed,1,0
1059,5e51cb3a44578a09488ad588,0,1,0,>=40,female,non-org,12,Fri,0,1
1060,5de717ae44578a15c8562adf,0,1,0,>=40,female,non-org,20,Thu,0,0
1061,5d54564944578a1f4892074e,1,1,0,>=40,female,non-org,01,Sat,1,1
1062,5d54790444578a1f48e7ee93,0,1,1,>=40,female,non-org,21,Mon,1,1
1063,5d7c57a044578a1f4816af1f,0,1,0,>=40,female,non-org,07,Thu,0,1
1064,5d0db3a344578a0ea48aa966,1,0,0,>=40,female,non-org,11,Thu,0,0
1065,5e38abe744578a0948720c64,1,0,1,19-29,male,non-org,10,Tue,1,1
1066,5e38ac1444578a0948789186,1,0,0,>=40,female,non-org,23,Thu,0,0
1067,5e38ac1544578a0948789a65,0,1,0,19-29,female,non-org,22,Thu,0,0
1068,5e3da2ef44578a094895f4e9,1,1,1,>=40,male,non-org,18,Fri,1,1
1069,5e3da38644578a094898ac93,0,0,0,19-29,female,non-org,11,Wed,0,0
1070,5e3da39c44578a09489920bf,0,0,0,19-29,male,non-org,20,Fri,0,0
1071,5e3da3ab44578a0948995860,0,1,1,>=40,male,non-org,19,Fri,1,0
1072,5e3da4dd44578a09489e5496,0,0,0,>=40,male,non-org,18,Mon,0,0
1073,5e3da51f44578a09489f5ae2,0,0,0,30-39,male,non-org,21,Mon,0,0
1074,5e4c16ce44578a0948efb097,0,0,0,30-39,male,non-org,22,Wed,0,0
1075,5e3da56244578a0948a0396a,0,1,1,>=40,male,non-org,19,Mon,1,1
1076,5e3da5d644578a0948a515d1,0,0,0,>=40,female,non-org,13,Wed,0,0
1077,5e3da6a144578a0948ad333b,1,1,1,<=18,female,non-org,22,Mon,1,1
1078,5e3da73644578a0948b375cb,0,0,0,>=40,female,non-org,21,Mon,0,0
1079,5e3da75044578a0948b47398,0,0,0,<=18,male,non-org,23,Mon,0,0
1080,5e3da7ee44578a0948badc46,0,0,0,<=18,female,non-org,00,Tue,0,0
1081,5e3da9c644578a0948cfdbc0,0,0,0,19-29,male,non-org,06,Sat,0,1
1082,5e3dab1444578a0948de04b7,0,0,0,30-39,male,non-org,21,Wed,0,0
1083,5e3dab7144578a0948e1d919,0,0,0,30-39,male,non-org,21,Wed,0,0
1084,5e3daba644578a0948e3d236,1,0,1,19-29,female,non-org,06,Tue,1,0
1085,5e52040decb9ab1534506c24,1,1,1,19-29,female,non-org,15,Sat,1,1
1086,5d34c43544578a153c2aa09a,1,1,1,19-29,female,non-org,05,Thu,1,1
1087,5e3dac0944578a0948e76fb0,0,0,0,>=40,male,non-org,07,Tue,0,0
1088,5e3dacf444578a0948f00d36,0,0,0,30-39,male,non-org,10,Sat,0,0
1089,5e3dad7544578a0948f4bbd0,0,1,1,30-39,female,non-org,08,Tue,1,1
1090,5e4b1c2244578a0948005e0e,1,1,1,30-39,female,non-org,12,Tue,1,1
1091,5e3dae4244578a0948fd8f00,1,0,1,>=40,male,non-org,12,Sat,1,0
1092,5e3dafc544578a09480d830a,1,1,0,>=40,male,is-org,11,Sat,1,1
1093,5d5a265644578a1f48cba6f0,0,0,0,>=40,male,is-org,13,Sat,0,1
