A1,A2,A3,hour,weekday,truth,month,age,sex,org,RMV,REM,RGLAD,RLFC,text
0,1,0,00,Sat,0,02,30-39,female,non-org,0,0,0,0,Life can be stressful &amp; challenging at times. Here is something to help reduce the symptoms of stress &amp; sleeplessne… https://t.co/QyP3D0pvFE
0,0,0,13,Sat,1,02,19-29,female,non-org,0,0,0,0,I stay up all night. Go to sleep 9 am. Mom starts calling 10:30 am. I wake up. Mom keep calling every 20 mins cuz s… https://t.co/BlPfojJJJW
1,1,1,23,Sat,1,02,19-29,female,non-org,1,1,1,1,I’m in the middle of passing out and taking drugs and staying up all night
0,0,1,22,Sat,0,02,<=18,male,non-org,0,0,0,0,#ARMYSoInLove that we wake up soooo early in the morning to watch award shows that we don't understand for 3 hours… https://t.co/z3sc2tlCkO
0,1,1,21,Tue,0,12,<=18,male,non-org,1,0,1,0,"I will now sleep so I can wake up early to see you guys, @BTS_twt! Good luck later. Fighting!!!"
0,0,0,04,Thu,0,02,19-29,female,non-org,0,0,0,0,Ever have a sleep so good ur earrings fall out. Smh lol
0,0,0,15,Tue,0,02,19-29,female,non-org,0,0,0,0,If my exam is cancelled tomorrow sure as hell im falling asleep rn.
0,0,0,07,Sun,0,02,>=40,male,non-org,0,0,0,0,Always neat to wake up on a Sunday morning and immediately read something so blindingly ignorant that it nearly kil… https://t.co/zsuwCdbLEb
0,1,1,00,Tue,1,04,>=40,male,non-org,1,1,0,1,Sometimes I sleep like a fuckin rock the night after as long as I don’t sleep too deep into the afternoon and then sometimes I get this
1,1,1,23,Sun,1,02,30-39,female,non-org,1,1,1,1,I can't sleep.
0,1,0,15,Wed,0,07,30-39,female,non-org,0,0,1,0,When you sleep for 2 hours in the middle of the day but tell everyone IT'S JUST ALLERGIES but really you haven't be… https://t.co/9ciwco4VYp
1,1,0,05,Mon,0,02,19-29,female,non-org,1,1,1,1,YO. I slept a full 10 hours last night. I FEEL AMAZING.
0,0,0,22,Mon,0,02,>=40,male,non-org,0,0,0,0,@MikeWiseguy I got to spend a lot of time with Chad &amp; the rest of the band that night.  Turned out  Chad lived dire… https://t.co/ASxCVSc1eB
0,0,0,22,Mon,0,02,19-29,female,non-org,0,0,0,0,My boyfriend never fails to wrap his arm around me in his sleep. Every single night. 🤩
0,0,1,11,Tue,1,02,>=40,male,non-org,0,0,0,0,@kzeller @ClaytonTLamb ummm I wrote that seriously sleep deprived and there was a good idea in there somewhere but… https://t.co/2s86jKaeT1
1,0,1,16,Tue,1,02,30-39,male,non-org,1,1,1,1,@Travis_156 I knew he took the job but my brain was not processing he was leaving the show. I blame lack of sleep for this
0,0,0,23,Thu,0,02,30-39,male,non-org,0,0,0,0,@MrJonez1 @robineva @StanfieldKevin Knock on wood the kid sleeps good considering his a baby but yes some nights are long
0,1,0,17,Sat,0,02,<=18,female,non-org,0,0,0,0,Would it be bad to give myself another concussion so I can sleep for 3 days straight or die or..?
1,1,1,01,Mon,1,02,<=18,female,non-org,1,1,1,1,me rn because i can’t fucking fall asleep 😭 https://t.co/C4QybvAPPZ
1,1,1,17,Sat,1,02,30-39,female,non-org,1,1,1,1,Great so great I will be playing Dragon Age 2 all night long because how am I supposed to ever sleep again?
0,0,0,21,Sat,0,02,>=40,male,non-org,0,0,0,0,@brock_mcgillis Time for this Neanderthal to follow the rest of his sexist homophobic species and be pulled of the air @hockeynight
1,0,0,10,Mon,0,02,30-39,male,is-org,0,0,0,0,@lonegungal I was diagnosed last fall with severe sleep apnea. CPAP therapy has made a huge difference in how I fee… https://t.co/P4WBhU2Qq1
1,0,1,17,Mon,1,12,30-39,male,is-org,1,1,0,1,@UncleAl91 Me too!! Not enough sleep last night.
1,1,0,07,Wed,0,02,30-39,female,non-org,1,1,1,1,Okay four hours of sleep simply won’t cut it.
0,0,0,09,Mon,0,02,>=40,female,non-org,0,0,0,0,Heading to Hamilton. Mom is still in a coma but stable. No middle of the night calls. Final assessment from trauma… https://t.co/XCtWAmhNxv
1,0,0,07,Tue,0,07,>=40,female,non-org,0,0,0,0,"@KennyCBC Ok, so clearly I timed it wrong. We leave Saturday morning before the birds wake up"
1,1,0,15,Wed,1,02,<=18,male,non-org,1,1,1,1,what are the chances of me having a sleep paralysis episode the same night that a drunk stranger walked into my apa… https://t.co/UGApWsL1Q9
1,1,0,14,Mon,0,03,<=18,female,non-org,1,1,1,1,low key falling asleep at work
0,0,0,16,Mon,0,03,19-29,female,non-org,0,0,0,0,Can't get my head around the fact that Luke Perry has passed. What a legend. Rest in Peace. 🖤🌙
0,0,1,16,Mon,0,03,>=40,male,non-org,0,0,0,0,@davidakin @cafreeland @NavdeepSBains I'm sure they'll sleep well tonight.  Gerry is rewriting his remarks.
0,0,0,09,Sun,0,02,19-29,male,non-org,0,0,0,0,I ate a box of cereal in the last 10 1/2 hours and 8 of those were spent sleeping. Fuck
0,0,0,20,Mon,0,03,>=40,female,non-org,0,0,0,0,He literally looks like he’s falling asleep #thebachelor
0,1,0,11,Sun,0,02,>=40,male,non-org,0,0,0,0,Well last night was awesome! Even the 1 hour of sleep I got will hurt later today.. It was worth it!
1,1,1,02,Tue,1,03,30-39,male,non-org,1,1,1,1,Another sleepless night.
1,1,1,23,Mon,1,02,19-29,female,non-org,1,1,1,1,Well now we know that 4 hours of sleep and a 11 hour work day make me start bawling while making chicken stir fry 👍
1,1,0,19,Tue,1,03,19-29,female,non-org,1,1,1,1,10/10 would say I'm probably gonna end up crying over some stupid ass reason tonight 🙄🙄 WHY AM I SO EMOTIONAL WHEN I DONT GET ENOUGH SLEEP.
1,1,1,01,Tue,1,03,>=40,male,non-org,1,1,1,1,@ohliffia I guess for all the other insomniacs here. 😊🤷🏼‍♂️
0,0,0,22,Tue,0,03,<=18,female,non-org,0,0,0,0,you ever just fall asleep?
0,0,0,00,Tue,0,03,<=18,female,non-org,0,0,0,0,@corbynbesson CORBYN IF YOU FOLLOW ME RN I MIGHT ACTUALLY CRY AND PEE MY PANTS IN THE MIDDLE OF THE NIGHT AND IM NO… https://t.co/gUsIzUcRks
1,0,0,19,Thu,0,02,19-29,male,non-org,0,0,0,0,How many hours of sleep do you get a night?
1,0,1,01,Fri,1,03,<=18,female,non-org,1,1,1,1,If I could just have O N E night with my mind actually shutting the fuck up while I'm trying to sleep... that would… https://t.co/AFwstHHW9t
1,1,1,22,Sun,1,04,<=18,female,non-org,1,1,1,1,I've been tired as fuck all day &amp; now that my house is silent &amp; I'm finally alone... I can't fucking sleep what the actual fuck. WACK
1,1,1,19,Fri,1,03,30-39,female,non-org,1,1,1,1,I have cramps so bad it’s going to be a sleepless night for sure. 🙈
0,0,0,00,Sat,0,03,>=40,male,non-org,0,0,0,0,Daughter is asleep and daddy has a buzz. Nice night
0,0,0,17,Wed,0,03,19-29,male,non-org,0,0,0,0,Is this some Mandela Effect shit.... or did we not already know Michael Jackson had little kids sleep over at his h… https://t.co/VmVOZanlYJ
0,0,0,04,Thu,0,10,19-29,male,non-org,0,0,0,0,"I dunno the dude’s name, but the wife had HGTV on last when I fell asleep.... so we spent our time stuck in the ele… https://t.co/wCTk1iyXvu"
1,0,0,22,Wed,0,03,19-29,female,non-org,0,0,0,0,Someone explain to me how tf people fall asleep in 3 seconds flat pls
1,1,0,09,Fri,1,03,>=40,female,non-org,1,1,1,1,@newfiehun Also I don't want to see momo again. Ever. #sleeplessnights
0,0,0,13,Wed,0,04,>=40,female,non-org,0,0,0,0,@Spa_Dude @CTVStanfield @dog_rates My personal assistant fell asleep on the couch beside me. https://t.co/DBK7DvS02P
1,1,0,07,Thu,1,03,19-29,female,non-org,1,1,1,1,"@CanadianKelli It's getting better each day. But my chair that I sleep in is not that comfy, but I can't sleep in m… https://t.co/Bc4fUS1zbk"
0,0,0,05,Sat,0,03,19-29,female,non-org,0,0,0,0,When you wake up from falling asleep in your recliner... time for bed. Lol
1,0,1,07,Tue,1,11,19-29,female,non-org,1,1,1,1,I've been awake since 3:44 am when kid #1 went to work. I couldn't get back to sleep. I work tonight so this is gonna be a long ass day.
0,0,0,19,Fri,0,12,19-29,female,non-org,0,0,0,0,@somelonelyspace I can't wait to sleep in tomorrow... tired AF lol
0,0,0,07,Sat,0,12,19-29,female,non-org,0,0,0,0,@604salute What about the people who don't nap at all?? 🤔
0,0,0,19,Fri,0,03,30-39,female,non-org,0,0,0,0,Both kids sleeping before 7pm tonight. Praying they aren’t up in the middle of the night 🙏
1,0,0,06,Thu,0,05,30-39,female,non-org,0,0,0,0,My favourite time of day is early morning nursing the baby before everyone wakes up and chaos begins
0,0,0,10,Thu,0,03,<=18,female,non-org,0,0,0,0,my ass would get so comfortable i’d probably fucking fall asleep
0,0,0,21,Tue,0,07,<=18,female,non-org,0,0,0,0,this is your sleep paralysis demon
0,0,0,15,Mon,0,11,<=18,female,non-org,0,0,0,0,this is worse than sleep paralysis https://t.co/cBUKKBS0nd
0,0,0,09,Sun,0,04,<=18,female,non-org,0,0,0,0,k imma fall back asleep
0,0,0,14,Thu,0,03,19-29,female,non-org,0,0,0,0,i wonder if the startling/ writhing responses in newborn sleep is them having nightmares of the trauma of birthing.
0,0,0,23,Sat,0,03,30-39,female,non-org,0,0,0,0,"Far as I can see, Carey is putting in the most effort tonight for the #Habs. Now if the rest of the team could do t… https://t.co/Sah1cGFiT9"
0,0,0,23,Thu,0,03,30-39,female,non-org,0,0,0,0,@DonnieWahlberg #Wish ❤️ have a good night Donnie this BH is one sleepy girl after work xoxo!!!
0,0,1,23,Thu,0,03,30-39,female,non-org,0,0,0,0,I’m so hungry and feel so nauseous from that loop dee loop joy ride flight!! Guess I’ll just sleep
0,0,0,00,Wed,0,06,30-39,female,non-org,0,0,0,0,"When we all fall asleep, where do we go? #billieeilish #budstage #toronto @ Budweiser Stage https://t.co/5OpGf4kNrZ"
0,0,0,13,Tue,0,03,19-29,female,non-org,0,0,0,0,She falls asleep even when she's eating... Legends only https://t.co/0Kkwlg1ZPX
0,1,1,11,Tue,0,07,19-29,female,non-org,1,0,1,0,I follow wack because i like the music and the girls but i don't really like the rest of it so i feel like this was… https://t.co/eG2KNwOkMR
0,0,0,13,Sun,0,01,19-29,female,non-org,0,0,0,0,Slept for like 13 hours hehe
0,0,0,07,Fri,0,03,<=18,male,non-org,0,0,0,0,@lights @sleepytom omg this is a bop
0,0,0,13,Tue,0,03,30-39,female,non-org,0,0,0,0,I was so excited to wake up and play some vidjagames... and then I ended up sleeping for 10 hours and having just e… https://t.co/dYW0sGxAXD
0,0,0,11,Fri,0,03,<=18,male,is-org,0,0,0,0,"Fighting Stigma: In Conjunction with Daylight Savings, cbdMD Launches Highly Anticipated CBD Sleep Aid https://t.co/WwOm5qPUKl"
0,0,0,04,Sun,0,04,<=18,male,is-org,0,0,0,0,"Fighting Stigma : Using Phone In Dark Even Before Sleeping At Night Isn't Bad For Your Health, Claims New Study https://t.co/jt7b7jG2iq"
0,0,1,21,Wed,0,04,<=18,male,is-org,0,0,0,0,Fighting Stigma : Young Dublin woman reveals how she cries herself to sleep at night in fear of becoming homeless https://t.co/xudkQMrTjB
0,0,0,04,Sat,0,06,<=18,male,is-org,0,0,0,0,Fighting Stigma: A very large amount of people in Ireland consider themselves as a 'light sleeper' https://t.co/vwFmPwONRR
0,0,0,03,Thu,0,12,<=18,male,is-org,0,0,0,0,Fighting Stigma: Sula Health is awake to the benefits of a good night's sleep: Sula Health is awake to the benefits… https://t.co/sl31jIIhYI
0,0,0,11,Fri,0,03,19-29,male,non-org,0,0,0,0,"@coL_AliasV Aww, get some rest! I finally got a lengthy nights sleep last night and feel much better today! https://t.co/02onlthwGE"
1,1,1,02,Fri,1,11,19-29,male,non-org,1,1,1,1,"2:15 am, conference starts in 5 hours 45 mins. Can’t sleep."
0,1,0,11,Fri,0,03,30-39,male,non-org,0,0,0,0,I just had a two hour morning nap. #WorldSleepDay
1,1,1,04,Mon,1,04,>=40,male,non-org,1,1,1,1,april fool got me good with insomnia
1,1,0,16,Tue,0,01,>=40,male,non-org,1,1,0,1,i hate how cats can just nap on any shape pile of garbage and i cant fall asleep over on my giant flat sleep surfac… https://t.co/4opniqdfsy
1,1,1,20,Tue,0,03,19-29,male,non-org,1,1,1,1,The other night I fell asleep moments before my stop and woke up the moment the door closed. I'm still not over tha… https://t.co/LrbtyHJD9v
0,0,0,21,Thu,0,03,30-39,female,is-org,0,0,0,0,@Chron_Stockton @DanielsABC11 @ABC11_WTVD people with dogs and cats who have to wake up early for work aren't going to be happy.
1,0,1,21,Thu,0,03,19-29,female,non-org,1,0,0,0,@austinbosley 😂 I’ve been guilty of falling asleep during film screenings at the cinema but never walking out.
1,0,1,04,Fri,1,03,19-29,female,non-org,1,1,1,1,"Yo, if dreams about sharks could kindly fuck off and let me have a restful night of sleep, that would be fantastic"
1,0,1,11,Mon,0,04,30-39,female,non-org,1,1,1,1,Slept on my right shoulder (my problem shoulder) that night after the workshop Heal your shoulders and neck - thank… https://t.co/qI0BiHYs4M
1,0,1,18,Mon,1,03,19-29,female,non-org,1,0,0,0,I'm SO tired because I haven't been able to get any sleep cuz after only a few hours I'm rudely awakened by the fie… https://t.co/iY3uhc2UhQ
1,0,0,10,Tue,0,04,30-39,female,non-org,0,0,0,0,@paradisenl Thanks. Sheldon is working so we had a little photo shoot before nap time :) lol
0,0,0,10,Wed,0,09,30-39,female,non-org,0,0,0,0,After a longgg 24 hours my beautiful baby was born. Cannot believe that tonight he'll to to sleep and wake tomorrow… https://t.co/2skHzJAsFs
1,1,1,03,Wed,1,03,19-29,female,non-org,1,1,1,1,I'm so tired of this pain and not being able to sleep or do simple things because of this pain. Please let the appo… https://t.co/GOV9E4mJm7
1,0,0,04,Fri,1,03,30-39,male,non-org,0,0,0,0,"It’s hard to be positive when things are going wrong, when you sleep 4hrs a night, when you are broke, when a loved… https://t.co/6ETAODDNPM"
1,0,0,08,Wed,0,03,30-39,female,non-org,0,0,0,0,"@quesarahsarah79 I would but my little ‘teenager’ is still sleeping! I have an appointment at 1, if I get to that i… https://t.co/gNrX94Zzmp"
0,0,0,13,Fri,0,03,<=18,female,non-org,0,0,0,0,"Listen Before I Go is basically how i feel, put into a song #whenwefallasleepwheredowego"
1,1,0,17,Tue,1,04,<=18,male,non-org,1,0,0,0,"Today was one of those ""omg I'm actually human and need to sleep"" days. No ragrets"
1,0,1,19,Wed,0,03,<=18,female,non-org,1,1,1,1,@milkydayy The tag said rilakkuma oyasuminasai (good night) so I think it's like a bedtime / sleepy release
1,0,0,18,Fri,0,03,30-39,male,non-org,0,0,0,0,"So @ the End of the day u still need to Eat &amp; Sleep. (Just in order to survive everyday), the same goes for work (P… https://t.co/fue4I7NREb"
0,0,0,23,Sun,0,04,30-39,male,non-org,0,0,0,0,"So with that being said, I can't ever see myself benching more than a Plate again for the rest of my life, I'll als… https://t.co/XIKnHgSX4H"
0,0,0,01,Fri,0,04,19-29,female,non-org,0,0,0,0,@avengstark Goodnight (even though you’re probably already sleeping now lol)
0,0,0,22,Wed,0,04,19-29,female,non-org,0,0,0,0,Wyatt probably thinks Flynn and Lucy slept together but they didn’t but his jealous is showing #Clockblockers
1,1,1,12,Tue,1,07,19-29,female,non-org,1,1,1,1,Also I was just officially diagnosed with delayed sleep phase syndrome (DSPS) after years of not being able to sleep at night
1,1,1,23,Fri,1,03,>=40,male,non-org,1,1,1,1,"@machminer Well, so much for me getting a good night's sleep."
1,1,1,01,Wed,1,04,>=40,male,non-org,1,1,1,1,Can't sleep so might as well do some laundry.... https://t.co/PpfNky0ksW
1,0,1,06,Fri,0,04,<=18,female,non-org,1,0,0,0,"8 am classes are so disrespectful, I can't wait to come home and sleep."
1,1,1,06,Wed,1,04,>=40,female,non-org,1,1,1,1,"This “waking up at 4 am for coughing fit and then not being able to fall back asleep” thing is a bit, uh, tiresome."
1,1,0,11,Thu,1,03,30-39,male,non-org,1,0,0,0,"Hustling day and Night ..Hardly get 5 hours rest ... Then I send you $100 and you complain that it's too small,Brot… https://t.co/kyEAKAVmwk"
0,1,0,14,Wed,0,04,30-39,female,non-org,0,0,0,0,"Who here uses #CBD products? If so, what for? Pain? Sleep? Anxiety? Other? https://t.co/Bv9EoKAyxl"
0,0,0,14,Mon,0,09,30-39,female,non-org,0,0,0,0,"Poor August .. on pain meds and sleeping most of the day but, he only wants to sleep ON me ...… https://t.co/gGcfqgEDgc"
0,0,1,17,Fri,0,11,30-39,female,non-org,0,0,0,0,@BoBindsay Mind you... what did I realy expect when I feel asleep around 4pm on a fall day!? It was practically dark at that time already.
1,0,1,09,Sat,0,04,30-39,female,non-org,1,0,0,0,"Sleeping between my night shifts yesterday, I dreamt I was in a What's App group with the entire cast of Letterkenn… https://t.co/kFFZMNdwH2"
1,0,0,22,Tue,0,05,30-39,female,non-org,0,0,0,0,"""Going to bed early "" requires at least 3 solid hours on Twitter first prior to actually settling down to sleep"
0,1,0,08,Sat,0,04,>=40,female,non-org,0,0,0,0,You know you’re an adult when you don’t sleep in on weekends and even when you wake up early you start doing chores. 😏
1,0,1,18,Mon,1,05,>=40,female,non-org,1,1,0,1,@KeithOlbermann @chortletown Disgusting. Please update us. I won’t sleep tonight thinking about him.
1,1,1,23,Wed,1,04,19-29,male,non-org,1,1,1,1,"I can feel it, i ain't sleeping tonight"
1,1,0,18,Tue,0,04,>=40,male,non-org,1,0,0,0,"@AnthonyAzekwoh Man thanks. I’m not even stressed, just gonna go sleep"
1,1,1,04,Thu,1,04,19-29,female,non-org,1,1,1,1,So tired but can’t sleep because I have class at 8am and instead of sleeping I stress that I have to wake up at 6am… https://t.co/9bUWHRKCDV
1,1,1,04,Sat,1,05,19-29,female,non-org,1,1,1,1,Sleepless night..
0,0,1,00,Wed,0,04,<=18,female,non-org,0,0,0,0,Sleeping with a night light &gt;&gt;
1,0,0,dummy,dummy,0,dummy,30-39,female,non-org,0,0,0,0,Watching history unfold while Jackson falls asleep in my arms 💙💙💙 @hockeynight #ThankyouBobCole
1,0,0,23,Tue,0,04,19-29,female,non-org,0,0,0,0,"Poor dude didn't get walked, in fact my daughter's lucky she got picked up. #sotired #kuwtj #illsleepwhenimdead… https://t.co/1vP1r3AW2A"
1,1,1,17,Sat,1,04,19-29,female,non-org,1,1,1,1,"It doesn't feel like it, as told by my face!#sleeplessinyyc"
1,1,0,16,Fri,0,05,19-29,female,non-org,1,0,1,0,"So tempted to fall asleep right now at 4:30 pm. #sotired #teacherlife #napoclock @ Calgary, Alberta https://t.co/QyMVv8Ha31"
1,1,1,11,Thu,1,06,19-29,female,non-org,1,1,1,1,"I survived the #WOD (warmup was a short run) but I got less than 5 hours of sleep, so I am dead today!🏋️🏼‍♀️😵… https://t.co/VvDpMop2qL"
1,1,0,21,Sun,1,03,<=18,male,non-org,1,1,1,1,How did I just survive on 3 hours of sleep today lol
0,0,0,05,Wed,0,04,19-29,male,non-org,0,0,0,0,@CalmYardman Giannis should most likely rest for tonight's game so they should be good lol
0,0,0,21,Fri,0,04,30-39,female,non-org,0,0,0,0,@SleepyPercy I LOBE YOU TOO MY LITTLE FOXY NIBBLER
1,1,1,16,Tue,1,06,30-39,female,non-org,1,1,1,1,@allebsupernova I literally almost fell asleep driving home last night lol
1,1,1,01,Mon,1,04,>=40,male,non-org,1,1,1,1,Insomnia is a very bad thing.  How I function during the day is a miracle 🙁
0,0,0,22,Mon,0,05,>=40,male,non-org,0,0,0,0,@meeganvictoriaa Get some rest and have a good night
1,1,1,17,Fri,1,06,>=40,male,non-org,1,1,1,1,@meeganvictoriaa Very sorry to hear.  I get insomnia too.  I hope it passes for you and you get some rest
1,1,1,12,Tue,1,07,>=40,male,non-org,1,1,1,1,So I'm managing to stay awake at work with only 4 hours of sleep.  Dan the Magic Unicorn is keeping me company 🦄
0,1,0,09,Mon,0,07,>=40,male,non-org,0,0,0,0,@meeganvictoriaa Good Morning and don't fall asleep standing up #experience
1,0,0,09,Mon,0,09,>=40,male,non-org,0,0,0,0,@meeganvictoriaa Good Morning and isn't it a day off for you #sleepin
0,0,0,07,Wed,0,05,>=40,male,non-org,0,0,0,0,@BerryYNWA Good Night Sammie. Sleep tight
0,0,0,02,Mon,0,04,19-29,male,non-org,0,0,0,0,"I haven't heard a single song from him, but Rest in Peace."
0,1,1,02,Sat,0,04,>=40,male,non-org,1,0,1,0,Gotta get a good night's sleep to be up before Jesus.
0,0,0,14,Sat,0,02,>=40,male,non-org,0,0,0,0,@RubberGlueFU He don't sleep bro. It's gonna kill him.
0,1,1,23,Fri,0,04,<=18,male,non-org,1,0,1,0,Falling asleep in my bed and not my chair. #LesserKnownMiracles
1,0,0,08,Sun,0,04,19-29,female,non-org,0,0,0,0,"apparently I was exhausted last night and jack's voice is too soothing, I fell asleep on the couch halfway through… https://t.co/AHGK0RTc46"
1,1,0,23,Mon,0,09,19-29,female,non-org,1,0,0,0,"@sleepingcrowns I don't read horror but I do enjoy the stress of a good villain, and the worst/most terrifying vill… https://t.co/8AINQtf1Uj"
0,0,0,19,Sun,0,04,19-29,male,non-org,0,0,0,0,@VancouverTitans @Twilight_OW Twilight is the God of Sleep. All of his Pokémon know hypnosis. #ForceOfNature
1,1,1,08,Wed,1,04,30-39,female,non-org,1,1,1,1,Fheisidbroskrgry!!!!!!!! I can not contain my excitement over last nights game and I’ve had no sleep!!! GREAT GAME… https://t.co/PDdUlJ6Mf5
0,0,0,07,Sun,0,04,>=40,female,non-org,0,0,0,0,@valariejward Oh I hear this. I forced myself to not nap yesterday. Asleep at 830 lastnight but up at 6 as usual. T… https://t.co/UvqImsrV1F
1,0,0,05,Tue,1,05,>=40,female,non-org,0,0,0,0,Who needs sleep anyway #Ido #anxiety #SickNotWeak #MentalHealthWeek I keep working on it
1,1,1,05,Tue,1,02,>=40,female,non-org,1,1,1,1,"Can't sleep. Again. Terrible dreams. Seeing trauma therapist today, same one since 2014. I'm very lucky to have got… https://t.co/Cbbrmx4bWq"
1,0,1,05,Sat,0,04,<=18,female,non-org,1,1,1,1,I went to bed at like 7:30 last night so now I’m awake at 5AM doing a face mask while the dog I’m sitting is still sleeping.
1,1,0,02,Thu,1,04,19-29,female,non-org,1,1,1,1,I should be sleeping but watching @PanicAtTheDisco and @falloutboy music videos has given me MAJOR nostalgia.
1,1,1,00,Mon,1,04,30-39,male,non-org,1,1,1,1,Yes I watch morning TV from Greece in the middle of the night to help me go to sleep #reversepsychology #reallynot #δενπαωκαλα #ταχωπαιξει
1,0,0,01,Tue,1,06,30-39,male,non-org,0,0,0,0,"This is going to be me in the morning with little sleep, no patience for BS, and a long, 16-hour day ahead of me. https://t.co/ZAxo9XHbby"
1,0,0,21,Thu,0,04,30-39,male,non-org,0,0,0,0,How can anyone say this team looks like were gonna repeat? Say wtv u want if it makes u sleep at night but talk hon… https://t.co/yCcq1vf2Dg
1,1,1,23,Thu,1,05,30-39,male,non-org,1,1,1,1,taking a nap in the afterrnoon messes up ur night sleep i gotta be up in 4 hours😭
1,1,1,23,Thu,1,05,30-39,male,non-org,1,1,1,1,taking a nap in the afternoon messes up ur night sleep i gotta be up in 4 hours😭
0,0,1,10,Mon,0,04,>=40,male,non-org,0,0,0,0,‘Can you please bring me some toilet paper!?’ ... is how my angel wakes me from slumber.
1,1,0,23,Sun,1,04,19-29,female,non-org,1,0,0,0,Forcing myself to go to sleep after tonight’s #GameofThones https://t.co/AEChzUAL0d
1,1,1,00,Mon,1,04,<=18,male,non-org,1,1,1,1,my sleep paralysis has been so bad lately
1,0,0,08,Mon,0,04,>=40,female,non-org,0,0,0,0,Coffee ☕️ Corner Tarot reading we may feel like we want to rest or sleep a little bit longer but it’s time for us t… https://t.co/JjTCHxDOed
1,0,0,23,Sat,0,04,>=40,male,non-org,0,0,0,0,"The boys aren't asleep yet, but at least I can't hear them anymore. Good thing Brayden doesn't have hockey until 3."
0,0,0,12,Mon,0,04,>=40,female,non-org,0,0,0,0,@marlawd Agreed. Gas prices here just went up again.  That's market driven. How do he sleep at night???
1,1,1,22,Thu,1,04,19-29,female,non-org,1,1,1,1,im so tired but this anxiety wont let me sleep 😩
0,0,0,09,Mon,0,04,>=40,male,non-org,0,0,0,0,@realDonaldTrump your tweets about Biden expose your fear about your impending loss in 2020! Wishing you sleepless nights and much turmoil!
1,0,1,03,Fri,1,04,<=18,female,non-org,1,1,0,1,Guess I'm not sleeping tonight
1,1,1,12,Sat,1,04,19-29,male,non-org,1,1,1,1,"I fell asleep on the couch last night and woke up @ 5am, went to bed but couldn’t fall back asleep so I applied to… https://t.co/xo0B1aDDlC"
1,1,1,01,Tue,1,04,19-29,male,non-org,1,1,1,1,Can't sleep and I leave in 4 hours
0,0,0,12,Sat,0,04,19-29,male,non-org,0,0,0,0,"@segunakinola @SilvestriMusic No spoilers, but I can confirm you’ll be humming the theme for the rest of the night!"
1,0,1,22,Thu,1,05,19-29,female,non-org,1,1,1,1,I have to wake up early tomorrow again https://t.co/auTvce1ABQ
1,1,1,20,Sat,1,04,30-39,male,non-org,1,1,1,1,Is it normal that one of my eyes falls asleep before the other one?
1,1,1,23,Tue,1,04,19-29,female,non-org,1,1,1,1,Nooooooo. I'm finally getting to go to bed since only sleeping 2 hours last night and my neighbours across from me… https://t.co/Ula1AT2pWE
1,1,1,06,Fri,1,05,19-29,male,non-org,1,1,1,1,@PulpFictionaly I can't sleep either
1,1,1,23,Sun,0,04,19-29,female,non-org,1,1,1,1,"So, when I went to sleep last night My Life in Shambles was ranked at 50 in the top 100 which is sweet for being re… https://t.co/jq4DGTr96b"
0,0,0,12,Wed,0,05,>=40,male,non-org,0,0,0,0,@DustieDahl @Trump454545 @ILMFOrg Don't worry about her or the rest of them @realDonaldTrump would bury every last… https://t.co/v5KV7IUAqz
1,1,1,19,Thu,1,05,>=40,male,non-org,1,1,1,1,@NevaCoblan Where can I order the whole tape... I suffer from insomnia
0,0,0,10,Mon,0,07,>=40,male,non-org,0,0,0,0,"@ReallyKW @Graenni I wake up early in the morning coffee is first thing I do , then I feed the indoor , then the ou… https://t.co/H6FTc7eiqj"
1,1,1,23,Sun,1,04,19-29,female,non-org,1,1,1,1,"So, guys, am I the only one in bed contemplating with what happened in episode 3 #GameOfThrones ? Like, I just can't sleep."
1,0,1,20,Fri,0,04,19-29,female,non-org,1,0,0,0,"Do you care if I don’t know what to say? Will you sleep tonight, or will you think of me? Will I shake this off, pr… https://t.co/ybXxO1e29V"
0,1,1,13,Tue,1,04,19-29,female,non-org,1,1,1,0,Slept for 11 hours last night and still want to stick my head in a decompression chamber. THIS IS LAME.
1,1,1,00,Sun,1,06,19-29,female,non-org,1,1,1,1,"The kind of stress that has ya sleeping for 16 hours a day, breaking out like a MF, and questioning every decision… https://t.co/1wVz0CWzLM"
1,0,1,08,Fri,0,05,>=40,female,non-org,1,1,1,1,"@Wagepoint Falling asleep I usually have monkey brain! 🐵  But half awake, oh yeah! I never write anything down beca… https://t.co/Y9aVOaIkzG"
1,0,0,13,Thu,0,05,30-39,male,non-org,0,0,0,0,I once crashed on a comics couch and woke up in the middle of the night. It was so dark that I thought I died and t… https://t.co/PC0Ele60Bv
1,1,1,11,Sat,1,05,30-39,male,non-org,1,1,1,1,Desperately trying to get some sleep. Still have that pain.
0,0,1,10,Sun,0,05,30-39,female,non-org,0,0,0,0,"When you sleep through your alarm and wake up an hour before your flight departs, and somehow manage to get there i… https://t.co/tnOU60bcyM"
1,0,1,12,Wed,0,05,19-29,female,non-org,1,0,0,0,@inadequateteen i need someone to yell at me so i stop sleepin past my alarm &amp; wakin up an hr after my shift starts
1,1,1,02,Sat,1,05,30-39,female,non-org,1,1,1,1,#BringItOn because it's 3am and I can't sleep. #CheerMovies
1,1,1,07,Thu,1,07,30-39,female,non-org,1,1,1,1,Shout-out to my coworker who called me FIVE times during my 3 hours of sleep for something that really could have waited until morning 🙄
